Difficulty,Probe,Front Server,Data File,RTT1,RTT2,RTT3,RTT4,RTT5,RTT6,RTT7,RTT8,RTT9,RTT10,RTT11,RTT12,RTT13,RTT14,RTT15,RTT16,RTT17,RTT18,RTT19,RTT20
Challenge-2,cdgeb-probe-11,cdgeb-server-11,cdgeb-file-07,0.728593,0.23078,0.231927,0.229861,0.235131,0.225111,0.229404,0.225169,0.225163,0.235378,0.233959,0.224791,0.22823,0.225166,0.230492,0.258014,0.224043,0.224599,0.224715,0.247166
Challenge-1,cdgeb-probe-10,cdgeb-server-14,cdgeb-file-02,0.320109,0.250911,0.254717,0.252678,0.255973,0.253802,0.254051,0.252368,0.255465,0.253819,0.253892,0.255863,0.249706,0.257208,0.255216,0.25525,0.255082,0.249991,0.256067,0.259432
Challenge-2,cdgeb-probe-04,cdgeb-server-09,cdgeb-file-14,0.633581,0.174587,0.182706,0.180758,0.18467,0.182997,0.177156,0.184631,0.177429,0.177604,0.178217,0.179347,0.175754,0.177532,0.183722,0.181059,0.178392,0.176037,0.206546,0.17555
Challenge-1,cdgeb-probe-13,cdgeb-server-13,cdgeb-file-02,1.263978,0.473931,0.475585,0.469958,0.467405,0.468889,0.465832,0.467275,0.471026,0.467288,0.468381,0.475025,0.475179,0.469929,0.473209,0.473013,0.46958,0.467399,0.473076,0.467652
Challenge-2,cdgeb-probe-07,cdgeb-server-01,cdgeb-file-17,0.870309,0.369047,0.367739,0.365473,0.368488,0.368218,0.36633,0.388656,0.371275,0.37019,0.369472,0.369359,0.367489,0.369463,0.368297,0.365944,0.368065,0.367672,0.370523,0.374051
Challenge-1,cdgeb-probe-11,cdgeb-server-11,cdgeb-file-03,0.233014,0.110994,0.107641,0.102903,0.101998,0.103632,0.102195,0.103208,0.104439,0.108383,0.103086,0.10285,0.110745,0.101197,0.107887,0.102683,0.107476,0.101328,0.107497,0.108877
Challenge-2,cdgeb-probe-12,cdgeb-server-08,cdgeb-file-10,0.963601,0.503556,0.461901,0.462567,0.463215,0.46615,0.461716,0.463606,0.461118,0.460064,0.458761,0.462459,0.460704,0.463621,0.463922,0.46086,0.461086,0.46055,0.462021,0.461953
Challenge-2,cdgeb-probe-12,cdgeb-server-17,cdgeb-file-11,0.739152,0.566673,0.558882,0.569898,0.557294,0.571275,0.556741,0.566318,0.563932,0.557963,0.557614,0.564912,0.560256,0.555882,0.562715,0.555924,0.562397,0.561405,0.565631,0.555708
Challenge-1,cdgeb-probe-08,cdgeb-server-11,cdgeb-file-01,0.565847,0.478687,0.486906,0.482491,0.481628,0.479218,0.478769,0.485568,0.487468,0.479457,0.478285,0.482526,0.479873,0.481208,0.485414,0.485868,0.479993,0.481406,0.478961,0.479239
Challenge-2,cdgeb-probe-09,cdgeb-server-07,cdgeb-file-15,1.238836,0.610162,0.612663,0.610939,0.616352,0.606591,0.608747,0.604825,0.613391,0.614382,0.60817,0.613114,0.611095,0.613813,0.604642,0.608455,0.611823,0.606443,0.61333,0.61284
Challenge-2,cdgeb-probe-05,cdgeb-server-09,cdgeb-file-11,0.60647,0.194386,0.19868,0.196986,0.199197,0.197779,0.209483,0.200922,0.20183,0.196758,0.195079,0.201404,0.200734,0.196064,0.228467,0.192771,0.201013,0.198329,0.198039,0.203752
Challenge-2,cdgeb-probe-06,cdgeb-server-07,cdgeb-file-11,0.606835,0.317204,0.31318,0.314958,0.314171,0.313468,0.315285,0.318403,0.315572,0.315162,0.313307,0.317283,0.3145,0.31417,0.315762,0.313589,0.312977,0.314038,0.315498,0.314164
Challenge-2,cdgeb-probe-13,cdgeb-server-11,cdgeb-file-14,0.972955,0.253297,0.250883,0.25133,0.251845,0.251446,0.252133,0.250539,0.254941,0.29135,0.252158,0.254706,0.253587,0.268454,0.253055,0.260528,0.254857,0.254078,0.252307,0.253612
Challenge-2,cdgeb-probe-02,cdgeb-server-06,cdgeb-file-15,0.882436,0.230414,0.231296,0.232404,0.22873,0.230622,0.229544,0.232558,0.22922,0.228472,0.227345,0.230633,0.229255,0.226731,0.22793,0.228325,0.227918,0.228542,0.231775,0.227491
Challenge-2,cdgeb-probe-02,cdgeb-server-10,cdgeb-file-15,1.112677,0.602329,0.604282,0.603078,0.604804,0.59847,0.597922,0.608402,0.609971,0.60253,0.609974,0.611625,0.599553,0.604764,0.601718,0.600008,0.61299,0.60932,0.615119,0.61415
Challenge-2,cdgeb-probe-05,cdgeb-server-15,cdgeb-file-13,1.018333,0.476658,0.473644,0.4706,0.472313,0.470023,0.470081,0.470939,0.477431,0.473672,0.47115,0.470708,0.471895,0.474554,0.473445,0.476175,0.473198,0.47468,0.473912,0.468261
Challenge-1,cdgeb-probe-05,cdgeb-server-11,cdgeb-file-03,0.374823,0.250169,0.253346,0.250716,0.250637,0.253804,0.254259,0.253621,0.255466,0.278364,0.252248,0.253504,0.252057,0.251328,0.250798,0.250644,0.252114,0.252269,0.2519,0.252697
Challenge-1,cdgeb-probe-01,cdgeb-server-12,cdgeb-file-02,2.508666,0.626413,0.622703,0.624167,0.638104,0.641055,0.624967,0.624968,0.626195,0.623657,0.627639,0.621884,0.623091,0.624662,0.624362,0.623902,0.641498,0.621829,0.62406,0.625916
Challenge-1,cdgeb-probe-07,cdgeb-server-02,cdgeb-file-02,0.234575,0.11326,0.111006,0.114917,0.109603,0.113262,0.124848,0.109209,0.109244,0.112901,0.111184,0.114878,0.112447,0.11047,0.110782,0.11204,0.108651,0.110318,0.112196,0.112503
Challenge-2,cdgeb-probe-04,cdgeb-server-08,cdgeb-file-07,0.432904,0.134539,0.133567,0.135208,0.132836,0.135197,0.133519,0.135678,0.135292,0.133133,0.133271,0.135137,0.135511,0.135505,0.136093,0.138179,0.13657,0.134192,0.138296,0.135922
Challenge-2,cdgeb-probe-02,cdgeb-server-11,cdgeb-file-12,0.805359,0.412103,0.419624,0.412439,0.412945,0.414334,0.413496,0.411927,0.413824,0.413188,0.413543,0.413805,0.414512,0.418986,0.41906,0.41969,0.415469,0.414476,0.412232,0.419031
Challenge-2,cdgeb-probe-05,cdgeb-server-04,cdgeb-file-12,0.671379,0.315046,0.315721,0.314455,0.311277,0.311797,0.315264,0.314082,0.313956,0.342908,0.312911,0.314052,0.31332,0.316994,0.313108,0.314211,0.315776,0.315331,0.314224,0.313604
Challenge-1,cdgeb-probe-07,cdgeb-server-13,cdgeb-file-02,1.66872,0.866112,0.876977,0.870962,0.872046,0.881962,0.86878,0.873154,0.866633,0.871243,0.868638,0.868619,0.879295,0.873179,0.866646,0.869359,0.869488,0.867003,0.87124,0.872328
Challenge-2,cdgeb-probe-03,cdgeb-server-12,cdgeb-file-10,1.612473,0.838263,0.838881,0.828989,0.839301,0.837982,0.836135,0.838796,0.819639,0.835454,0.830766,0.821581,0.833684,0.828197,0.831104,0.817742,0.82294,0.841677,0.828822,0.829349
Challenge-2,cdgeb-probe-09,cdgeb-server-14,cdgeb-file-06,0.941395,0.409272,0.408075,0.409093,0.407882,0.412963,0.40692,0.407083,0.410768,0.407165,0.421286,0.40403,0.410649,0.407764,0.408355,0.407449,0.410979,0.406002,0.411481,0.411742
Challenge-2,cdgeb-probe-05,cdgeb-server-03,cdgeb-file-10,1.160872,0.535866,0.542525,0.535793,0.534385,0.533887,0.54261,0.542637,0.542814,0.531765,0.544007,0.535093,0.546703,0.544514,0.540334,0.543472,0.543885,0.539296,0.542958,0.543165
Challenge-1,cdgeb-probe-06,cdgeb-server-12,cdgeb-file-04,1.715733,0.835809,0.835366,0.8367,0.838732,0.835493,0.836073,0.838425,0.836059,0.836324,0.836806,0.849755,0.836104,0.83765,0.836908,0.864424,0.835957,0.837765,0.834307,0.835577
Challenge-2,cdgeb-probe-12,cdgeb-server-17,cdgeb-file-07,0.997464,0.621471,0.621598,0.629523,0.623421,0.626756,0.632843,0.621596,0.622218,0.629492,0.622897,0.627682,0.617191,0.630044,0.628905,0.62295,0.625112,0.62095,0.63606,0.624633
Challenge-2,cdgeb-probe-08,cdgeb-server-07,cdgeb-file-08,0.300988,0.207438,0.201746,0.202176,0.202921,0.201971,0.202214,0.203791,0.200786,0.201261,0.202856,0.218239,0.201614,0.203054,0.202078,0.200164,0.201639,0.20414,0.205854,0.203179
Challenge-1,cdgeb-probe-10,cdgeb-server-01,cdgeb-file-05,0.39045,0.303674,0.303218,0.302948,0.304779,0.303673,0.303369,0.304475,0.304054,0.302397,0.30641,0.303088,0.304394,0.307032,0.302717,0.344005,0.30334,0.303393,0.301913,0.302479
Challenge-1,cdgeb-probe-14,cdgeb-server-13,cdgeb-file-01,0.717585,0.345836,0.348008,0.343635,0.3437,0.343657,0.345341,0.347952,0.347413,0.348145,0.343267,0.344467,0.34715,0.343086,0.343024,0.343808,0.34534,0.372446,0.347086,0.348415
Challenge-1,cdgeb-probe-03,cdgeb-server-13,cdgeb-file-02,1.663969,0.867017,0.873178,0.863591,0.869362,0.875289,0.859588,0.860412,0.867572,0.862893,0.870515,0.874217,0.873021,0.863206,0.864388,0.854752,0.863451,0.85128,0.856445,0.867739
Challenge-2,cdgeb-probe-02,cdgeb-server-01,cdgeb-file-17,0.708268,0.205562,0.206852,0.205272,0.205806,0.204898,0.213087,0.212626,0.20234,0.206647,0.20582,0.208992,0.205328,0.204247,0.204381,0.20403,0.208642,0.202749,0.20252,0.202601
Challenge-2,cdgeb-probe-14,cdgeb-server-17,cdgeb-file-07,1.002926,0.633126,0.62817,0.627576,0.625477,0.631173,0.624718,0.634253,0.634029,0.626049,0.618347,0.625032,0.627653,0.639493,0.630121,0.629585,0.627201,0.624293,0.620426,0.62832
Challenge-1,cdgeb-probe-11,cdgeb-server-03,cdgeb-file-03,1.797007,0.887643,0.88986,0.891351,0.890153,0.892256,0.88991,0.879426,0.887184,0.891504,0.884711,0.890568,0.882996,0.891331,0.88615,0.906967,0.891114,0.8942,0.885414,0.887114
Challenge-2,cdgeb-probe-12,cdgeb-server-11,cdgeb-file-10,1.032342,0.317975,0.319648,0.31904,0.321664,0.324057,0.325208,0.321145,0.321128,0.323415,0.318529,0.318205,0.32512,0.322423,0.321265,0.330084,0.324967,0.329438,0.327214,0.319426
Challenge-1,cdgeb-probe-12,cdgeb-server-14,cdgeb-file-04,0.620619,0.502816,0.495941,0.490627,0.505059,0.493402,0.502286,0.502719,0.503025,0.503422,0.493953,0.501143,0.495423,0.498316,0.503318,0.496713,0.49884,0.501428,0.495207,0.503382
Challenge-1,cdgeb-probe-09,cdgeb-server-07,cdgeb-file-05,0.485827,0.425925,0.425619,0.421268,0.431046,0.421767,0.424458,0.430376,0.427434,0.425863,0.427029,0.424003,0.433062,0.422648,0.419942,0.427853,0.429891,0.425359,0.425144,0.425254
Challenge-1,cdgeb-probe-02,cdgeb-server-01,cdgeb-file-05,0.154629,0.067048,0.065916,0.066362,0.066398,0.068207,0.070837,0.068588,0.066941,0.06677,0.065799,0.073274,0.066551,0.065496,0.065615,0.066021,0.065566,0.068042,0.066105,0.065785
Challenge-2,cdgeb-probe-09,cdgeb-server-05,cdgeb-file-08,1.441226,0.725693,0.981572,0.736097,0.733962,0.722639,0.73051,0.728209,0.732022,0.731017,0.731879,0.729727,0.735966,0.721162,0.721563,0.727383,0.732687,0.732724,0.720109,0.724787
Challenge-1,cdgeb-probe-05,cdgeb-server-11,cdgeb-file-01,0.334702,0.240287,0.237846,0.240742,0.239729,0.240567,0.245724,0.243393,0.247731,0.240066,0.240364,0.238671,0.240655,0.244235,0.240082,0.239997,0.243,0.244864,0.241987,0.240402
Challenge-2,cdgeb-probe-02,cdgeb-server-04,cdgeb-file-09,0.906805,0.437468,0.435485,0.443702,0.43812,0.440747,0.437642,0.436961,0.437636,0.437606,0.436834,0.437928,0.437619,0.439166,0.439054,0.440578,0.438736,0.45581,0.4382,0.453784
Challenge-1,cdgeb-probe-06,cdgeb-server-09,cdgeb-file-02,0.993388,0.5159,0.515382,0.520023,0.516926,0.515191,0.513517,0.520442,0.517435,0.520205,0.520833,0.516031,0.517556,0.514512,0.520859,0.514672,0.517122,0.515752,0.520828,0.514453
Challenge-2,cdgeb-probe-01,cdgeb-server-14,cdgeb-file-06,1.503157,0.342701,0.347173,0.344671,0.341546,0.351508,0.345387,0.343485,0.351336,0.342859,0.341824,0.348475,0.344332,0.344318,0.347825,0.343232,0.344011,0.343046,0.367628,0.341885
Challenge-1,cdgeb-probe-06,cdgeb-server-06,cdgeb-file-04,0.707584,0.32884,0.32567,0.326025,0.326,0.331448,0.325696,0.331557,0.327241,0.325209,0.330538,0.32778,0.330554,0.33087,0.325446,0.331073,0.325254,0.324842,0.329245,0.326342
Challenge-2,cdgeb-probe-06,cdgeb-server-08,cdgeb-file-14,0.98198,0.49664,0.495343,0.497572,0.495996,0.495131,0.512563,0.497813,0.515343,0.497062,0.496725,0.498245,0.497702,0.495573,0.500661,0.49742,0.497054,0.50135,0.494193,0.493085
Challenge-2,cdgeb-probe-08,cdgeb-server-05,cdgeb-file-14,1.196407,0.639419,0.645414,0.648812,0.648018,0.651662,0.640483,0.644025,0.648381,0.651456,0.650602,0.651318,0.640712,0.648074,0.642313,0.646854,0.643743,0.648436,0.644612,0.64407
Challenge-1,cdgeb-probe-08,cdgeb-server-06,cdgeb-file-04,0.672027,0.288289,0.286589,0.285843,0.286896,0.28575,0.285829,0.285239,0.285369,0.285702,0.288029,0.283535,0.288121,0.287435,0.287489,0.285659,0.286766,0.28634,0.284529,0.286194
Challenge-2,cdgeb-probe-02,cdgeb-server-12,cdgeb-file-10,1.368764,0.596715,0.594967,0.596064,0.594365,0.594772,0.596711,0.596902,0.595449,0.594698,0.59676,0.595368,0.595593,0.596172,0.595954,0.598714,0.596671,0.593845,0.596393,0.593899
Challenge-1,cdgeb-probe-06,cdgeb-server-16,cdgeb-file-04,0.244644,0.096364,0.096569,0.097222,0.094041,0.090686,0.092101,0.093958,0.095063,0.091506,0.095339,0.095624,0.091983,0.094667,0.095081,0.095198,0.092261,0.090487,0.095041,0.097967
Challenge-1,cdgeb-probe-10,cdgeb-server-10,cdgeb-file-05,1.042608,0.424744,0.423696,0.401906,0.396662,0.417335,0.402733,0.400925,0.394376,0.413818,0.400485,0.414305,0.396554,0.397645,0.40082,0.392801,0.402952,0.414974,0.419573,0.417984
Challenge-2,cdgeb-probe-04,cdgeb-server-08,cdgeb-file-11,0.619843,0.184694,0.182383,0.188674,0.186312,0.185785,0.183888,0.183324,0.181727,0.182354,0.184925,0.186062,0.214653,0.180484,0.182753,0.182676,0.184138,0.183469,0.181681,0.188518
Challenge-1,cdgeb-probe-09,cdgeb-server-09,cdgeb-file-03,1.067805,0.680283,0.681362,0.699529,0.791363,0.678528,0.679265,0.676933,0.678396,0.679451,0.676189,0.680045,0.678669,0.679143,0.676965,0.675687,0.681116,0.678154,0.675476,0.683136
Challenge-1,cdgeb-probe-11,cdgeb-server-15,cdgeb-file-03,1.475415,0.721551,0.714083,0.717866,0.71416,0.720644,0.711478,0.715918,0.715973,0.709914,0.711007,0.712739,0.717943,0.712914,0.728677,0.721327,0.718565,0.716686,0.709574,0.716945
Challenge-2,cdgeb-probe-11,cdgeb-server-04,cdgeb-file-17,0.167587,0.08827,0.095076,0.089272,0.088598,0.095625,0.087621,0.09012,0.088723,0.0953,0.096654,0.090879,0.09401,0.096447,0.087853,0.093123,0.088968,0.092683,0.089956,0.08988
Challenge-2,cdgeb-probe-03,cdgeb-server-10,cdgeb-file-08,1.45949,0.842685,0.846391,0.847964,0.852578,0.842628,0.846672,0.8416,0.848498,0.849292,0.85204,0.843298,0.848448,0.843456,0.855077,0.882039,0.882886,0.851583,0.852776,0.848036
Challenge-2,cdgeb-probe-04,cdgeb-server-04,cdgeb-file-12,0.637551,0.289476,0.292372,0.2875,0.292286,0.286603,0.290459,0.290473,0.287092,0.287952,0.296558,0.287303,0.295074,0.296745,0.288825,0.288308,0.28741,0.289804,0.289448,0.288304
Challenge-2,cdgeb-probe-02,cdgeb-server-16,cdgeb-file-07,0.591419,0.283535,0.279501,0.280445,0.277618,0.279473,0.278886,0.277729,0.28189,0.280408,0.293268,0.27925,0.277115,0.280514,0.278736,0.281104,0.277629,0.275533,0.278281,0.28314
Challenge-1,cdgeb-probe-04,cdgeb-server-06,cdgeb-file-03,0.900254,0.327465,0.32651,0.330038,0.329005,0.329775,0.329715,0.328671,0.326478,0.327102,0.328485,0.327153,0.32783,0.324963,0.324783,0.329149,0.328365,0.327599,0.331755,0.32844
Challenge-1,cdgeb-probe-11,cdgeb-server-07,cdgeb-file-05,0.444156,0.384841,0.388225,0.385827,0.384469,0.383337,0.385306,0.382357,0.38252,0.385488,0.383935,0.384448,0.383424,0.383586,0.382373,0.382983,0.385394,0.400348,0.383681,0.381191
Challenge-2,cdgeb-probe-02,cdgeb-server-07,cdgeb-file-12,0.320582,0.11748,0.114618,0.118156,0.114877,0.11741,0.114682,0.117138,0.11344,0.116404,0.116562,0.1176,0.114542,0.118616,0.11397,0.114788,0.114607,0.112756,0.118021,0.115465
Challenge-2,cdgeb-probe-10,cdgeb-server-13,cdgeb-file-12,1.225144,0.749835,0.740612,0.74677,0.748772,0.747257,0.765981,0.749745,0.747977,0.759994,0.749174,0.748533,0.762599,0.760869,0.7694,0.745466,0.767924,0.76264,0.747668,0.751215
Challenge-1,cdgeb-probe-01,cdgeb-server-16,cdgeb-file-05,1.014921,0.275398,0.275485,0.276083,0.277193,0.272192,0.278792,0.27328,0.273617,0.271914,0.273652,0.27515,0.275898,0.273775,0.274347,0.27401,0.272734,0.271525,0.27578,0.270509
Challenge-2,cdgeb-probe-07,cdgeb-server-09,cdgeb-file-16,1.142066,0.554173,0.550394,0.55911,0.55593,0.557174,0.555077,0.557296,0.560887,0.55197,0.562411,0.558899,0.558146,0.564032,0.549269,0.56164,0.561271,0.565423,0.594233,0.560082
Challenge-1,cdgeb-probe-10,cdgeb-server-12,cdgeb-file-05,1.280366,0.711044,0.713176,0.729473,0.740965,0.735753,0.741055,0.742537,0.721061,0.720807,0.735262,0.732473,0.740645,0.727436,0.722924,0.719538,0.721525,0.741467,0.712451,0.743401
Challenge-2,cdgeb-probe-11,cdgeb-server-11,cdgeb-file-12,0.529794,0.175939,0.18327,0.184459,0.182675,0.178791,0.176208,0.175829,0.17692,0.180413,0.182062,0.180376,0.185783,0.176289,0.177976,0.195772,0.176117,0.181819,0.177489,0.183446
Challenge-2,cdgeb-probe-11,cdgeb-server-03,cdgeb-file-15,1.913005,0.919171,0.914993,0.92005,0.910355,0.916349,0.920129,0.91399,0.91281,0.917178,0.911498,0.921489,0.924793,0.92492,0.918344,0.913902,0.911089,0.917411,0.909629,0.919519
Challenge-2,cdgeb-probe-05,cdgeb-server-17,cdgeb-file-17,1.404206,0.599181,0.592548,0.599887,0.599396,0.602078,0.598952,0.597211,0.598957,0.599089,0.589331,0.601163,0.599007,0.597277,0.597603,0.594449,0.600109,0.591695,0.599563,0.599948
Challenge-1,cdgeb-probe-02,cdgeb-server-13,cdgeb-file-01,0.948558,0.535934,0.538614,0.537894,0.54249,0.533515,0.538342,0.536632,0.536497,0.537866,0.536993,0.534745,0.53495,0.53305,0.538368,0.531882,0.537258,0.539692,0.540196,0.538694
Challenge-1,cdgeb-probe-08,cdgeb-server-13,cdgeb-file-02,1.615835,0.819226,0.817575,0.816504,0.821321,0.8166,0.817583,0.816399,0.816304,0.816575,0.816685,0.814738,0.816705,0.819514,0.812696,0.816087,0.821446,0.818996,0.819017,0.81972
Challenge-2,cdgeb-probe-11,cdgeb-server-16,cdgeb-file-06,1.098182,0.617384,0.610341,0.616963,0.620583,0.612073,0.64088,0.625272,0.619498,0.615435,0.611138,0.616904,0.619194,0.609913,0.613843,0.609717,0.623086,0.624559,0.619468,0.618457
Challenge-1,cdgeb-probe-13,cdgeb-server-03,cdgeb-file-03,1.748608,0.833188,0.837676,0.851699,0.840217,0.828762,0.829553,0.830744,0.83708,0.841523,0.843766,0.83353,0.838819,0.829694,0.829998,0.836259,0.83349,0.835159,0.838544,0.831239
Challenge-1,cdgeb-probe-01,cdgeb-server-07,cdgeb-file-05,0.177117,0.064977,0.063423,0.065007,0.061425,0.064504,0.061424,0.060637,0.063241,0.062474,0.066541,0.0632,0.066172,0.063503,0.062384,0.061311,0.062104,0.064021,0.062175,0.06395
Challenge-1,cdgeb-probe-01,cdgeb-server-16,cdgeb-file-01,2.043765,0.399037,0.401406,0.404091,0.399243,0.400103,0.405522,0.403035,0.399815,0.401216,0.401301,0.400152,0.401485,0.399992,0.4001,0.398465,0.401722,0.40279,0.402782,0.40098
Challenge-2,cdgeb-probe-13,cdgeb-server-17,cdgeb-file-11,0.712999,0.534298,0.537046,0.535637,0.542036,0.538378,0.54089,0.533139,0.540995,0.530883,0.533872,0.53792,0.540173,0.535134,0.542097,0.542277,0.533107,0.535978,0.56752,0.542329
Challenge-2,cdgeb-probe-02,cdgeb-server-01,cdgeb-file-12,0.3675,0.118991,0.119229,0.118682,0.121312,0.120957,0.117227,0.119192,0.118308,0.116469,0.117251,0.135484,0.120279,0.12047,0.120839,0.120282,0.118494,0.116201,0.118659,0.118451
Challenge-2,cdgeb-probe-12,cdgeb-server-12,cdgeb-file-10,1.216275,0.444617,0.44736,0.414418,0.438385,0.441236,0.411699,0.413435,0.439077,0.439338,0.414876,0.41391,0.437217,0.441126,0.488305,0.43931,0.445085,0.438248,0.437767,0.41592
Challenge-2,cdgeb-probe-14,cdgeb-server-04,cdgeb-file-08,0.679088,0.177538,0.173864,0.175824,0.17865,0.194493,0.175711,0.174742,0.178144,0.180925,0.182441,0.198659,0.17637,0.17372,0.178068,0.173473,0.177532,0.179128,0.177936,0.174909
Challenge-1,cdgeb-probe-08,cdgeb-server-11,cdgeb-file-04,1.57181,0.721141,0.721521,0.722709,0.721215,0.716952,0.720602,0.722931,0.717148,0.715496,0.721756,0.724187,0.720087,0.721547,0.729495,0.723051,0.721184,0.717038,0.727725,0.722083
Challenge-2,cdgeb-probe-01,cdgeb-server-11,cdgeb-file-10,2.166032,0.548196,0.548627,0.542948,0.550453,0.545615,0.546701,0.549767,0.552236,0.548299,0.546356,0.546386,0.551835,0.541202,0.543108,0.552905,0.544918,0.545212,0.555373,0.544745
Challenge-2,cdgeb-probe-03,cdgeb-server-15,cdgeb-file-07,0.757007,0.482434,0.479478,0.481932,0.479554,0.48359,0.48688,0.501598,0.484524,0.480713,0.481749,0.482012,0.482928,0.479224,0.481551,0.484185,0.48079,0.486211,0.487154,0.480424
Challenge-2,cdgeb-probe-02,cdgeb-server-13,cdgeb-file-12,1.028405,0.559539,0.554999,0.561399,0.556748,0.559098,0.560959,0.557345,0.558582,0.557901,0.557238,0.5589,0.558214,0.590626,0.559896,0.553344,0.55712,0.557495,0.554984,0.552458
Challenge-2,cdgeb-probe-09,cdgeb-server-11,cdgeb-file-09,1.143687,0.677152,0.668022,0.664079,0.667562,0.668203,0.663132,0.676741,0.67678,0.665509,0.664239,0.66541,0.676673,0.67628,0.654118,0.668467,0.664129,0.677344,0.676486,0.665707
Challenge-2,cdgeb-probe-02,cdgeb-server-13,cdgeb-file-16,1.722263,0.731475,0.740957,0.733358,0.746852,0.732016,0.738134,0.736021,0.733829,0.73727,0.731124,0.737616,0.73093,0.734222,0.735545,0.735361,0.731545,0.739397,0.735346,0.728548
Challenge-2,cdgeb-probe-11,cdgeb-server-17,cdgeb-file-14,0.693489,0.546224,0.564815,0.555854,0.549426,0.550162,0.550868,0.556333,0.546192,0.554028,0.553294,0.555125,0.543995,0.557664,0.541379,0.556088,0.547648,0.552938,0.552629,0.54898
Challenge-2,cdgeb-probe-09,cdgeb-server-11,cdgeb-file-13,0.902623,0.625185,0.600949,0.747318,0.63117,0.607809,0.609201,0.619105,0.619769,0.599063,0.608459,0.601969,0.622849,0.612434,0.599166,0.609138,0.59976,0.607925,0.621514,0.597948
Challenge-2,cdgeb-probe-06,cdgeb-server-03,cdgeb-file-10,1.239298,0.623412,0.626742,0.626312,0.627385,0.624397,0.625283,0.628041,0.624288,0.624431,0.625686,0.624007,0.624095,0.625984,0.624825,0.623382,0.624104,0.622851,0.622487,0.622733
Challenge-1,cdgeb-probe-01,cdgeb-server-06,cdgeb-file-03,1.507994,0.191939,0.189114,0.190016,0.191053,0.188741,0.188769,0.188566,0.188445,0.191868,0.191118,0.191644,0.189691,0.189146,0.19099,0.191686,0.188404,0.187884,0.188775,0.191118
Challenge-2,cdgeb-probe-05,cdgeb-server-06,cdgeb-file-15,1.016307,0.366543,0.367527,0.366734,0.366837,0.366888,0.369594,0.36692,0.366179,0.367153,0.367842,0.367195,0.367927,0.365048,0.36767,0.366365,0.367471,0.365551,0.367862,0.364948
Challenge-2,cdgeb-probe-09,cdgeb-server-17,cdgeb-file-17,1.366848,0.549732,0.547821,0.557605,0.561432,0.560591,0.552919,0.559393,0.562876,0.560412,0.562559,0.558089,0.552979,0.560455,0.556659,0.556334,0.561081,0.563408,0.563087,0.562446
Challenge-2,cdgeb-probe-13,cdgeb-server-10,cdgeb-file-08,1.060767,0.44958,0.447294,0.450848,0.476861,0.443649,0.445892,0.445119,0.44805,0.45137,0.451579,0.444043,0.443364,0.444476,0.450445,0.455277,0.453634,0.451218,0.447858,0.447742
Challenge-2,cdgeb-probe-02,cdgeb-server-13,cdgeb-file-09,1.089731,0.573129,0.56795,0.571703,0.571822,0.571618,0.572522,0.573735,0.591964,0.57338,0.572073,0.571467,0.577299,0.57247,0.571788,0.571064,0.5721,0.57202,0.571542,0.566726
Challenge-2,cdgeb-probe-07,cdgeb-server-17,cdgeb-file-17,1.087845,0.284541,0.285609,0.286,0.287474,0.294511,0.281764,0.288454,0.28365,0.289747,0.284488,0.282211,0.28824,0.287438,0.284958,0.287303,0.285533,0.286179,0.291032,0.287032
Challenge-1,cdgeb-probe-14,cdgeb-server-15,cdgeb-file-02,0.636752,0.512104,0.507103,0.508356,0.511525,0.530041,0.510159,0.508514,0.511574,0.505495,0.507846,0.516247,0.511866,0.503862,0.510329,0.503189,0.503039,0.505699,0.517351,0.511523
Challenge-1,cdgeb-probe-14,cdgeb-server-12,cdgeb-file-05,0.776187,0.240993,0.243534,0.240623,0.2318,0.232934,0.240293,0.235348,0.235253,0.232606,0.242781,0.225358,0.233906,0.229362,0.236179,0.234763,0.2283,0.232788,0.23242,0.225952
Challenge-2,cdgeb-probe-05,cdgeb-server-02,cdgeb-file-11,0.41248,0.30501,0.308274,0.305759,0.309771,0.311693,0.3048,0.311787,0.306387,0.309749,0.306871,0.315087,0.309376,0.307216,0.308892,0.307336,0.30872,0.306561,0.308928,0.307884
Challenge-1,cdgeb-probe-12,cdgeb-server-06,cdgeb-file-04,0.909185,0.534299,0.541714,0.526762,0.534384,0.530789,0.531864,0.527503,0.540609,0.533764,0.525025,0.528222,0.533242,0.53706,0.528813,0.529615,0.533214,0.534044,0.525061,0.534964
Challenge-1,cdgeb-probe-07,cdgeb-server-06,cdgeb-file-03,1.006208,0.417328,0.417923,0.419493,0.443245,0.422516,0.422062,0.416426,0.433963,0.418837,0.418137,0.422524,0.42037,0.420317,0.418897,0.41741,0.419145,0.420332,0.419836,0.417556
Challenge-2,cdgeb-probe-11,cdgeb-server-08,cdgeb-file-08,0.632341,0.353311,0.353217,0.354696,0.356935,0.352701,0.3547,0.354908,0.353238,0.352481,0.355642,0.354555,0.354035,0.356138,0.352834,0.351203,0.351025,0.357183,0.355642,0.354051
Challenge-2,cdgeb-probe-12,cdgeb-server-11,cdgeb-file-12,0.560806,0.204907,0.211139,0.220743,0.205252,0.230581,0.204001,0.203006,0.21152,0.203118,0.20366,0.203996,0.214574,0.204666,0.204309,0.208679,0.214966,0.204422,0.203949,0.21055
